freq_hz,vrms,pkpk,thd_percent
20.0,0.8690691657225188,2.493389046383661,0.07987918686829439
22.440369,0.8720675054829179,2.5144405576532916,0.9083708827497791
25.178508,0.8894835007941636,2.585480583572631,0.8787047851324232
28.250751,0.8726152433556172,2.5036135726603,0.8969818749828192
31.697864,0.8707205561224983,2.5205468320203086,0.9011104007914253
35.565588,0.8758403788902803,2.528893040692377,0.8707336566630515
39.905246,0.8745950811981141,2.488486912510734,1.0087758134922962
44.774423,0.8746343534954867,2.555694040316324,0.8899485417648956
50.237729,0.8901601636978602,2.524802542938809,0.8584117886139621
56.367659,0.884734775973478,2.568839086134471,0.8717498381453753
63.245553,0.875551911546791,2.5633871094878913,0.9034292816132654
70.962678,0.8802530150706238,2.5656535016563864,0.9268412658194338
79.621434,0.8895770666131826,2.567922900688841,0.8089559485107759
89.336718,0.8959500813653685,2.5822676445022203,0.8927394467753078
100.237447,0.8968165471638474,2.5967329236253605,0.86246810204355
112.468265,0.885728015398182,2.5813259071951844,0.8014654939682592
126.191469,0.8907429399064167,2.5660556046086946,0.9722201079098295
141.589157,0.8825921967049715,2.567828763801715,0.900193876696971
158.865647,0.8911644392187327,2.569603761515973,0.8331372428698882
178.250188,0.8919418016278219,2.569327925278654,0.8687837414107563
200.0,0.8873561954312973,2.569052133462954,0.8654651216150357
224.403691,0.8796055929636241,2.565564577052065,0.9135795727730718
251.785082,0.8874832843040545,2.562084117579926,0.9029308168371419
282.507509,0.8800999916310598,2.5602381004886365,0.9087694027522779
316.978638,0.8863438341939535,2.5091941917437515,0.869234600320439
355.655882,0.8871256947965855,2.5107176346547755,0.9070770189864229
399.052463,0.8834782164095248,2.5615021215759453,0.8760114595286836
447.744228,0.8751952272275775,2.508761901074266,0.8015199992162427
502.377286,0.8811970653414898,2.5052885649815546,1.0849177166751505
563.676586,0.8774158404119539,2.5056103050350185,0.8709683780584719
632.455532,0.8690682362093195,2.5059321070720273,0.9137317303272494
709.626778,0.87363503075099,2.5575560924561698,0.8360175160555263
796.214341,0.8821016220253336,2.510816101913076,0.9240077791864781
893.367184,0.8824273533533022,2.51085024283793,0.9253303541355414
1002.374467,0.8775491202316044,2.5601174116054812,0.8853107290293347
1124.68265,0.872723043027519,2.510794607244793,0.844315429463604
1261.914689,0.8810948498653922,2.510704834844928,0.963972222427781
1415.891569,0.8716731555103366,2.5088121956765663,0.8516816660847082
1588.656469,0.877340939564073,2.5560770231660297,0.9149350276273995
1782.501876,0.8772377660077972,2.5086405090567676,0.9022575302513942
2000.0,0.8734693294583825,2.5103610906197567,0.8779060231835661
2244.036909,0.8656330343998525,2.5080073689315117,0.9065958131253733
2517.850824,0.871083024198592,2.505656955980142,0.8167806878026546
2825.075089,0.8638829068347889,2.506988715714962,0.9070931189974871
3169.786385,0.8667780085632099,2.5083215374840915,0.8586763899593138
3556.55882,0.8655362841113549,2.4582703357436073,0.8963475701395156
3990.52463,0.8569711511626199,2.4574023691835634,0.8626099423357122
4477.442277,0.8467541857644878,2.4066355407251203,0.8377456659203123
5023.772863,0.845805907319304,2.405018391270024,0.8123820867393827
5636.765863,0.8350424436009242,2.4059065656211454,0.8668856347246536
6324.55532,0.8010495653086691,2.4559135021083347,0.5597945036030276
7096.267785,0.7882480060166939,2.405761371094358,0.5281508536980212
7962.143411,0.7752499336656266,2.404728176137583,0.5122199280485853
8933.671843,0.7553589558983946,2.4011662114043437,0.3647509732741457
10023.744673,0.7331926548808521,2.250819574050161,0.6322343599750567
11246.826504,0.7128160637309611,2.252966315151345,0.5696637373213331
12619.14689,0.6816692972369323,2.1080433379141597,1.0611354469016612
14158.915688,0.6586033370376221,2.107329989114061,0.4497623041930135
15886.564694,0.6208043372636857,1.959643723109021,0.45271500295286926
17825.018763,0.580857572000806,1.8597918613328612,0.8908150883153496
20000.0,0.5434834753151249,1.7601394745234265,0.7586377243296704
