t,volts
0.000168,-0.082
0.0001684,-0.082
0.00016879999999999998,-0.082
0.0001692,-0.084
0.0001696,-0.08
0.00016999999999999999,-0.084
0.0001704,-0.082
0.0001708,-0.082
0.0001712,-0.082
0.0001716,-0.08600000000000001
0.00017199999999999998,-0.08600000000000001
0.0001724,-0.08600000000000001
0.0001728,-0.084
0.00017319999999999998,-0.082
0.0001736,-0.08
0.000174,-0.082
0.00017439999999999998,-0.084
0.0001748,-0.082
0.0001752,-0.088
0.00017559999999999999,-0.084
0.000176,-0.08600000000000001
0.0001764,-0.084
0.0001768,-0.084
0.0001772,-0.084
0.00017759999999999998,-0.088
0.000178,-0.08600000000000001
0.0001784,-0.08600000000000001
0.00017879999999999998,-0.08600000000000001
0.0001792,-0.08600000000000001
0.0001796,-0.08600000000000001
0.00017999999999999998,-0.08600000000000001
0.0001804,-0.08600000000000001
0.0001808,-0.08600000000000001
0.00018119999999999999,-0.08600000000000001
0.0001816,-0.08600000000000001
0.00018199999999999998,-0.088
0.0001824,-0.088
0.0001828,-0.08600000000000001
0.00018319999999999998,-0.088
0.0001836,-0.08600000000000001
0.000184,-0.08600000000000001
0.00018439999999999998,-0.088
0.0001848,-0.08600000000000001
0.0001852,-0.088
0.00018559999999999998,-0.088
0.000186,-0.088
0.0001864,-0.084
0.0001868,-0.088
0.0001872,-0.088
0.00018759999999999998,-0.08600000000000001
0.000188,-0.09
0.0001884,-0.088
0.00018879999999999998,-0.088
0.0001892,-0.088
0.0001896,-0.088
0.00018999999999999998,-0.088
0.0001904,-0.088
0.0001908,-0.088
0.00019119999999999999,-0.088
0.0001916,-0.088
0.000192,-0.088
0.0001924,-0.09
0.0001928,-0.09
0.00019319999999999998,-0.088
0.0001936,-0.088
0.000194,-0.088
0.00019439999999999998,-0.09
0.0001948,-0.09
0.0001952,-0.09
0.00019559999999999998,-0.09
0.000196,-0.088
0.0001964,-0.088
0.00019679999999999999,-0.09
0.0001972,-0.09
0.00019759999999999998,-0.09
0.000198,-0.09
0.0001984,-0.094
0.00019879999999999998,-0.088
0.0001992,-0.09
0.0001996,-0.09
0.00019999999999999998,-0.092
0.0002004,-0.09
0.0002008,-0.092
0.00020119999999999998,-0.09
0.0002016,-0.094
0.000202,-0.09
0.0002024,-0.09
0.0002028,-0.09
0.00020319999999999998,-0.092
0.0002036,-0.092
0.000204,-0.088
0.00020439999999999998,-0.092
0.0002048,-0.092
0.0002052,-0.092
0.00020559999999999998,-0.092
0.000206,-0.094
0.0002064,-0.09
0.00020679999999999999,-0.092
0.0002072,-0.088
0.00020759999999999998,-0.094
0.000208,-0.094
0.0002084,-0.09
0.00020879999999999998,-0.092
0.0002092,-0.092
0.0002096,-0.092
0.00020999999999999998,-0.092
0.0002104,-0.092
0.0002108,-0.09
0.00021119999999999998,-0.094
0.0002116,-0.092
0.000212,-0.09
0.00021239999999999999,-0.094
0.0002128,-0.094
0.00021319999999999998,-0.094
0.0002136,-0.092
0.000214,-0.094
0.00021439999999999998,-0.092
0.0002148,-0.094
0.0002152,-0.092
0.00021559999999999998,-0.094
0.000216,-0.092
0.0002164,-0.094
0.00021679999999999998,-0.092
0.0002172,-0.094
0.00021759999999999998,-0.096
0.00021799999999999999,-0.096
0.0002184,-0.094
0.00021879999999999998,-0.092
0.0002192,-0.094
0.0002196,-0.094
0.00021999999999999998,-0.092
0.0002204,-0.094
0.0002208,-0.094
0.00022119999999999998,-0.094
0.0002216,-0.096
0.000222,-0.096
0.00022239999999999998,-0.096
0.0002228,-0.092
0.00022319999999999998,-0.094
0.0002236,-0.094
0.000224,-0.094
0.00022439999999999998,-0.094
0.0002248,-0.094
0.0002252,-0.096
0.00022559999999999998,-0.094
0.000226,-0.094
0.0002264,-0.092
0.00022679999999999998,-0.096
0.0002272,-0.094
0.0002276,-0.094
0.00022799999999999999,-0.096
0.0002284,-0.094
0.00022879999999999998,-0.094
0.0002292,-0.096
0.0002296,-0.094
0.00022999999999999998,-0.092
0.0002304,-0.096
0.0002308,-0.092
0.00023119999999999998,-0.096
0.0002316,-0.096
0.000232,-0.098
0.00023239999999999998,-0.096
0.0002328,-0.096
0.00023319999999999998,-0.096
0.00023359999999999999,-0.094
0.000234,-0.096
0.00023439999999999998,-0.096
0.0002348,-0.094
0.0002352,-0.096
0.00023559999999999998,-0.094
0.000236,-0.092
0.0002364,-0.098
0.00023679999999999998,-0.098
0.0002372,-0.096
0.0002376,-0.096
0.00023799999999999998,-0.096
0.0002384,-0.094
0.00023879999999999998,-0.096
0.0002392,-0.098
0.0002396,-0.096
0.00023999999999999998,-0.094
0.0002404,-0.096
0.0002408,-0.096
0.00024119999999999998,-0.098
0.0002416,-0.094
0.000242,-0.096
0.00024239999999999998,-0.098
0.0002428,-0.096
0.0002432,-0.094
0.00024359999999999999,-0.094
0.000244,-0.096
0.0002444,-0.096
0.0002448,-0.098
0.0002452,-0.096
0.0002456,-0.098
0.00024599999999999996,-0.096
0.00024639999999999997,-0.096
0.0002468,-0.096
0.0002472,-0.094
0.0002476,-0.098
0.000248,-0.094
0.00024839999999999997,-0.096
0.0002488,-0.094
0.0002492,-0.094
0.0002496,-0.096
0.00025,-0.096
0.0002504,-0.094
0.00025079999999999997,-0.096
0.0002512,-0.096
0.0002516,-0.098
0.000252,-0.098
0.0002524,-0.094
0.00025279999999999996,-0.096
0.0002532,-0.094
0.0002536,-0.094
0.000254,-0.094
0.0002544,-0.096
0.0002548,-0.096
0.00025519999999999997,-0.098
0.0002556,-0.096
0.000256,-0.094
0.0002564,-0.096
0.0002568,-0.098
0.00025719999999999996,-0.096
0.0002576,-0.094
0.000258,-0.096
0.0002584,-0.094
0.0002588,-0.096
0.0002592,-0.096
0.00025959999999999997,-0.094
0.00026,-0.096
0.0002604,-0.094
0.0002608,-0.096
0.0002612,-0.098
0.00026159999999999996,-0.098
0.00026199999999999997,-0.096
0.0002624,-0.092
0.0002628,-0.094
0.0002632,-0.094
0.0002636,-0.098
0.00026399999999999997,-0.098
0.0002644,-0.096
0.0002648,-0.098
0.0002652,-0.094
0.0002656,-0.096
0.000266,-0.094
0.00026639999999999997,-0.098
0.0002668,-0.096
0.0002672,-0.094
0.0002676,-0.096
0.000268,-0.094
0.00026839999999999996,-0.094
0.0002688,-0.094
0.0002692,-0.096
0.0002696,-0.096
0.00027,-0.096
0.0002704,-0.094
0.00027079999999999997,-0.096
0.0002712,-0.094
0.0002716,-0.096
0.000272,-0.098
0.0002724,-0.096
0.00027279999999999996,-0.096
0.00027319999999999997,-0.094
0.0002736,-0.094
0.000274,-0.096
0.0002744,-0.094
0.0002748,-0.094
0.00027519999999999997,-0.096
0.0002756,-0.094
0.000276,-0.096
0.0002764,-0.092
0.0002768,-0.096
0.00027719999999999996,-0.096
0.00027759999999999997,-0.098
0.000278,-0.096
0.0002784,-0.092
0.0002788,-0.094
0.0002792,-0.094
0.00027959999999999997,-0.096
0.00028,-0.094
0.0002804,-0.094
0.0002808,-0.096
0.0002812,-0.096
0.0002816,-0.092
0.00028199999999999997,-0.094
0.0002824,-0.096
0.0002828,-0.094
0.0002832,-0.092
0.0002836,-0.094
0.00028399999999999996,-0.096
0.0002844,-0.096
0.0002848,-0.094
0.0002852,-0.094
0.0002856,-0.094
0.000286,-0.094
0.00028639999999999997,-0.096
0.0002868,-0.092
0.0002872,-0.094
0.0002876,-0.094
0.000288,-0.094
0.00028839999999999996,-0.092
0.00028879999999999997,-0.094
0.0002892,-0.094
0.0002896,-0.094
0.00029,-0.094
0.0002904,-0.096
0.00029079999999999997,-0.094
0.0002912,-0.092
0.0002916,-0.094
0.000292,-0.092
0.0002924,-0.094
0.00029279999999999996,-0.092
0.00029319999999999997,-0.09
0.0002936,-0.094
0.000294,-0.094
0.0002944,-0.094
0.0002948,-0.094
0.00029519999999999997,-0.09
0.0002956,-0.09
0.000296,-0.09
0.0002964,-0.092
0.0002968,-0.094
0.00029719999999999996,-0.096
0.00029759999999999997,-0.094
0.000298,-0.092
0.0002984,-0.092
0.0002988,-0.092
0.0002992,-0.096
0.00029959999999999996,-0.096
0.0003,-0.092
0.0003004,-0.092
0.0003008,-0.092
0.0003012,-0.094
0.0003016,-0.092
0.00030199999999999997,-0.09
0.0003024,-0.09
0.0003028,-0.092
0.0003032,-0.094
0.0003036,-0.09
0.00030399999999999996,-0.092
0.00030439999999999997,-0.09
0.0003048,-0.09
0.0003052,-0.092
0.0003056,-0.09
0.000306,-0.09
0.00030639999999999997,-0.09
0.0003068,-0.09
0.0003072,-0.092
0.0003076,-0.09
0.000308,-0.09
0.00030839999999999996,-0.09
0.00030879999999999997,-0.09
0.0003092,-0.09
0.0003096,-0.092
0.00031,-0.09
0.0003104,-0.092
0.00031079999999999997,-0.09
0.0003112,-0.092
0.0003116,-0.09
0.000312,-0.09
0.0003124,-0.09
0.00031279999999999996,-0.09
0.00031319999999999997,-0.092
0.0003136,-0.09
0.000314,-0.09
0.0003144,-0.09
0.0003148,-0.088
0.00031519999999999996,-0.09
0.0003156,-0.08600000000000001
0.000316,-0.088
0.0003164,-0.08600000000000001
0.0003168,-0.088
0.0003172,-0.09
0.00031759999999999997,-0.088
0.000318,-0.08600000000000001
0.0003184,-0.088
0.0003188,-0.088
0.0003192,-0.088
0.00031959999999999996,-0.08600000000000001
0.00031999999999999997,-0.08600000000000001
0.0003204,-0.09
0.0003208,-0.08600000000000001
0.0003212,-0.08600000000000001
0.0003216,-0.08600000000000001
0.00032199999999999997,-0.08600000000000001
0.0003224,-0.088
0.0003228,-0.088
0.0003232,-0.08600000000000001
0.0003236,-0.088
0.00032399999999999996,-0.088
0.00032439999999999997,-0.08600000000000001
0.0003248,-0.08600000000000001
0.0003252,-0.084
0.0003256,-0.08600000000000001
0.000326,-0.088
0.00032639999999999996,-0.08600000000000001
0.0003268,-0.084
0.0003272,-0.08600000000000001
0.0003276,-0.088
0.000328,-0.084
0.00032839999999999996,-0.08600000000000001
0.00032879999999999997,-0.08600000000000001
0.0003292,-0.084
0.0003296,-0.08600000000000001
0.00033,-0.08600000000000001
0.0003304,-0.08600000000000001
0.00033079999999999996,-0.088
0.0003312,-0.09
0.0003316,-0.084
0.000332,-0.084
0.0003324,-0.084
0.00033279999999999996,-0.084
0.00033319999999999997,-0.084
0.0003336,-0.084
0.000334,-0.082
0.0003344,-0.084
0.0003348,-0.08600000000000001
0.00033519999999999996,-0.082
0.00033559999999999997,-0.084
0.000336,-0.08600000000000001
0.0003364,-0.084
0.0003368,-0.08600000000000001
0.0003372,-0.08600000000000001
0.00033759999999999997,-0.084
0.000338,-0.084
0.0003384,-0.084
0.0003388,-0.084
0.0003392,-0.082
0.00033959999999999996,-0.08
0.00033999999999999997,-0.084
0.0003404,-0.08
0.0003408,-0.08600000000000001
0.0003412,-0.082
0.0003416,-0.08
0.00034199999999999996,-0.08
0.0003424,-0.082
0.0003428,-0.082
0.0003432,-0.084
0.0003436,-0.082
0.00034399999999999996,-0.082
0.00034439999999999997,-0.08
0.0003448,-0.082
0.0003452,-0.08
0.0003456,-0.078
0.000346,-0.08
0.00034639999999999996,-0.082
0.00034679999999999997,-0.078
0.0003472,-0.082
0.0003476,-0.082
0.000348,-0.078
0.00034839999999999996,-0.078
0.00034879999999999997,-0.08
0.0003492,-0.078
0.0003496,-0.08
0.00035,-0.078
0.0003504,-0.08
0.00035079999999999996,-0.078
0.00035119999999999997,-0.078
0.0003516,-0.078
0.000352,-0.078
0.0003524,-0.078
0.0003528,-0.078
0.00035319999999999997,-0.08
0.0003536,-0.078
0.000354,-0.08
0.0003544,-0.078
0.0003548,-0.078
0.00035519999999999996,-0.076
0.00035559999999999997,-0.076
0.000356,-0.076
0.0003564,-0.076
0.0003568,-0.076
0.0003572,-0.076
0.00035759999999999996,-0.076
0.000358,-0.078
0.0003584,-0.08
0.0003588,-0.074
0.0003592,-0.074
0.00035959999999999996,-0.074
0.00035999999999999997,-0.074
0.0003604,-0.078
0.0003608,-0.074
0.0003612,-0.076
0.0003616,-0.074
0.00036199999999999996,-0.07200000000000001
0.00036239999999999997,-0.07200000000000001
0.0003628,-0.076
0.0003632,-0.074
0.0003636,-0.07200000000000001
0.00036399999999999996,-0.074
0.00036439999999999997,-0.074
0.0003648,-0.07200000000000001
0.0003652,-0.076
0.0003656,-0.074
0.000366,-0.074
0.00036639999999999996,-0.074
0.00036679999999999997,-0.074
0.0003672,-0.076
0.0003676,-0.07200000000000001
0.000368,-0.074
0.0003684,-0.074
0.00036879999999999997,-0.07200000000000001
0.0003692,-0.074
0.0003696,-0.07200000000000001
0.00037,-0.07200000000000001
0.0003704,-0.07200000000000001
0.00037079999999999996,-0.074
0.00037119999999999997,-0.07
0.0003716,-0.07
0.000372,-0.07
0.0003724,-0.07
0.0003728,-0.068
0.00037319999999999996,-0.07200000000000001
0.0003736,-0.07200000000000001
0.000374,-0.07200000000000001
0.0003744,-0.07
0.0003748,-0.07
0.00037519999999999996,-0.07
0.00037559999999999997,-0.07200000000000001
0.000376,-0.07
0.0003764,-0.07
0.0003768,-0.07
0.0003772,-0.07
0.00037759999999999996,-0.07
0.00037799999999999997,-0.07
0.0003784,-0.066
0.0003788,-0.068
0.0003792,-0.066
0.00037959999999999996,-0.068
0.00037999999999999997,-0.068
0.0003804,-0.07
0.0003808,-0.066
0.0003812,-0.066
0.0003816,-0.064
0.00038199999999999996,-0.066
0.00038239999999999997,-0.066
0.0003828,-0.068
0.0003832,-0.066
0.0003836,-0.064
0.000384,-0.068
0.00038439999999999997,-0.066
0.0003848,-0.066
0.0003852,-0.064
0.0003856,-0.064
0.000386,-0.064
0.00038639999999999996,-0.064
0.00038679999999999997,-0.064
0.0003872,-0.064
0.0003876,-0.062
0.000388,-0.064
0.0003884,-0.062
0.00038879999999999996,-0.066
0.0003892,-0.062
0.0003896,-0.066
0.00039,-0.062
0.0003904,-0.064
0.00039079999999999996,-0.062
0.00039119999999999997,-0.062
0.0003916,-0.064
0.000392,-0.062
0.0003924,-0.062
0.0003928,-0.06
0.00039319999999999996,-0.06
0.00039359999999999997,-0.06
0.000394,-0.06
0.0003944,-0.062
0.0003948,-0.06
0.00039519999999999996,-0.06
0.00039559999999999997,-0.064
0.000396,-0.058
0.0003964,-0.06
0.0003968,-0.06
0.0003972,-0.06
0.00039759999999999996,-0.06
0.00039799999999999997,-0.062
0.0003984,-0.06
0.0003988,-0.06
0.0003992,-0.056
0.00039959999999999996,-0.058
0.00039999999999999996,-0.058
0.0004004,-0.06
0.0004008,-0.06
0.0004012,-0.056
0.0004016,-0.056
0.00040199999999999996,-0.058
0.00040239999999999997,-0.056
0.0004028,-0.06
0.0004032,-0.056
0.0004036,-0.056
0.000404,-0.058
0.00040439999999999996,-0.056
0.0004048,-0.056
0.0004052,-0.056
0.0004056,-0.058
0.000406,-0.056
0.00040639999999999996,-0.054
0.00040679999999999997,-0.056
0.0004072,-0.054
0.0004076,-0.056
0.000408,-0.054
0.0004084,-0.054
0.00040879999999999996,-0.054
0.00040919999999999997,-0.056
0.0004096,-0.054
0.00041,-0.054
0.0004104,-0.056
0.00041079999999999996,-0.054
0.00041119999999999997,-0.052000000000000005
0.0004116,-0.054
0.000412,-0.052000000000000005
0.0004124,-0.05
0.0004128,-0.052000000000000005
0.00041319999999999996,-0.052000000000000005
0.00041359999999999997,-0.052000000000000005
0.000414,-0.052000000000000005
0.0004144,-0.05
0.0004148,-0.05
0.00041519999999999995,-0.052000000000000005
0.00041559999999999996,-0.05
0.000416,-0.052000000000000005
0.0004164,-0.05
0.0004168,-0.052000000000000005
0.0004172,-0.05
0.00041759999999999996,-0.05
0.00041799999999999997,-0.05
0.0004184,-0.048
0.0004188,-0.046
0.0004192,-0.048
0.0004196,-0.05
0.00041999999999999996,-0.052000000000000005
0.0004204,-0.05
0.0004208,-0.048
0.0004212,-0.046
0.0004216,-0.048
0.00042199999999999996,-0.048
0.00042239999999999997,-0.048
0.0004228,-0.05
0.0004232,-0.048
0.0004236,-0.046
0.000424,-0.05
0.00042439999999999996,-0.046
0.00042479999999999997,-0.048
0.0004252,-0.046
0.0004256,-0.046
0.000426,-0.044
0.00042639999999999996,-0.046
