time_s,volts
0.0,1.368
2e-05,0.912
4e-05,0.912
6.000000000000001e-05,0.456
8e-05,0.456
0.0001,0.0
0.00012000000000000002,-0.456
0.00014000000000000001,-0.456
0.00016,-0.912
0.00018,-0.912
0.0002,-1.368
0.00022,-1.368
0.00024000000000000003,-1.824
0.00026000000000000003,-1.824
0.00028000000000000003,-2.2800000000000002
0.00030000000000000003,-2.736
0.00032,-2.736
0.00034,-3.192
0.00036,-3.192
0.00038,-3.648
0.0004,-4.104
0.00042,-4.104
0.00044,-4.104
0.00046,-4.104
0.00048000000000000007,-4.5600000000000005
0.0005,-5.016
0.0005200000000000001,-5.016
0.00054,-5.016
0.0005600000000000001,-5.472
0.00058,-5.928
0.0006000000000000001,-5.472
0.00062,-6.384
0.00064,-5.928
0.0006600000000000001,-6.384
0.00068,-6.84
0.0007000000000000001,-6.84
0.00072,-6.84
0.0007400000000000001,-6.84
0.00076,-7.296
0.0007800000000000001,-7.752000000000001
0.0008,-7.752000000000001
0.0008200000000000001,-7.752000000000001
0.00084,-7.752000000000001
0.0008600000000000001,-7.752000000000001
0.00088,-8.664
0.0009000000000000001,-8.208
0.00092,-8.664
0.0009400000000000001,-8.664
0.0009600000000000001,-8.664
0.0009800000000000002,-9.120000000000001
0.001,-8.664
0.00102,-9.120000000000001
0.0010400000000000001,-9.120000000000001
0.0010600000000000002,-9.120000000000001
0.00108,-9.120000000000001
0.0011,-9.120000000000001
0.0011200000000000001,-9.576
0.0011400000000000002,-9.120000000000001
0.00116,-9.120000000000001
0.00118,-8.664
0.0012000000000000001,-9.120000000000001
0.0012200000000000002,-9.120000000000001
0.00124,-9.120000000000001
0.00126,-9.120000000000001
0.00128,-9.120000000000001
0.0013000000000000002,-9.120000000000001
0.0013200000000000002,-9.120000000000001
0.00134,-8.664
0.00136,-8.664
0.0013800000000000002,-9.120000000000001
0.0014000000000000002,-9.120000000000001
0.00142,-8.664
0.00144,-8.664
0.0014600000000000001,-8.664
0.0014800000000000002,-8.208
0.0015,-8.208
0.00152,-7.752000000000001
0.0015400000000000001,-8.208
0.0015600000000000002,-7.752000000000001
0.00158,-7.752000000000001
0.0016,-7.296
0.0016200000000000001,-7.752000000000001
0.0016400000000000002,-7.296
0.0016600000000000002,-6.84
0.00168,-6.84
0.0017000000000000001,-6.384
0.0017200000000000002,-6.384
0.0017400000000000002,-6.384
0.00176,-6.384
0.0017800000000000001,-5.928
0.0018000000000000002,-5.928
0.0018200000000000002,-5.472
0.00184,-5.016
0.00186,-5.472
0.0018800000000000002,-4.5600000000000005
0.0019000000000000002,-4.5600000000000005
0.0019200000000000003,-4.5600000000000005
0.00194,-4.5600000000000005
0.0019600000000000004,-3.648
0.00198,-3.648
0.002,-3.648
0.00202,-3.192
0.00204,-3.192
0.00206,-2.736
0.0020800000000000003,-2.736
0.0021000000000000003,-2.2800000000000002
0.0021200000000000004,-1.824
0.00214,-1.824
0.00216,-1.368
0.00218,-0.912
0.0022,-0.912
0.00222,-0.912
0.0022400000000000002,-0.456
0.0022600000000000003,-0.456
0.0022800000000000003,0.0
0.0023000000000000004,0.0
0.00232,0.456
0.00234,0.456
0.00236,1.368
0.00238,1.368
0.0024000000000000002,1.824
0.0024200000000000003,1.824
0.0024400000000000003,2.2800000000000002
0.0024600000000000004,2.736
0.00248,2.736
0.0025,3.192
0.00252,3.192
0.00254,3.648
0.00256,3.648
0.0025800000000000003,4.104
0.0026000000000000003,3.648
0.0026200000000000004,4.5600000000000005
0.0026400000000000004,4.5600000000000005
0.00266,4.5600000000000005
0.00268,5.016
0.0027,5.016
0.00272,5.928
0.0027400000000000002,5.928
0.0027600000000000003,5.928
0.0027800000000000004,6.384
0.0028000000000000004,6.84
0.00282,6.384
0.00284,6.84
0.00286,7.296
0.00288,7.296
0.0029000000000000002,7.296
0.0029200000000000003,7.752000000000001
0.0029400000000000003,7.752000000000001
0.0029600000000000004,7.752000000000001
0.0029800000000000004,8.208
0.003,7.752000000000001
0.00302,8.208
0.00304,8.664
0.0030600000000000002,8.208
0.0030800000000000003,8.664
0.0031000000000000003,8.664
0.0031200000000000004,8.664
0.0031400000000000004,9.120000000000001
0.00316,8.664
0.00318,9.120000000000001
0.0032,8.664
0.00322,9.120000000000001
0.0032400000000000003,9.576
0.0032600000000000003,9.576
0.0032800000000000004,9.576
0.0033000000000000004,9.576
0.0033200000000000005,9.576
0.00334,9.576
0.00336,9.576
0.00338,9.576
0.0034000000000000002,9.576
0.0034200000000000003,9.576
0.0034400000000000003,9.120000000000001
0.0034600000000000004,9.120000000000001
0.0034800000000000005,10.032
0.0035,9.576
0.00352,9.576
0.00354,9.576
0.0035600000000000002,9.576
0.0035800000000000003,9.576
0.0036000000000000003,9.576
0.0036200000000000004,9.576
0.0036400000000000004,9.120000000000001
0.0036600000000000005,9.120000000000001
0.00368,9.120000000000001
0.0037,9.120000000000001
0.00372,8.664
0.0037400000000000003,8.664
0.0037600000000000003,8.664
0.0037800000000000004,8.664
0.0038000000000000004,8.664
0.0038200000000000005,8.208
0.0038400000000000005,8.208
0.00386,8.208
0.00388,7.752000000000001
0.0039000000000000003,7.752000000000001
0.003920000000000001,7.752000000000001
0.00394,7.296
0.00396,7.296
0.00398,6.84
0.004,6.84
0.00402,6.384
0.00404,6.384
0.00406,6.384
0.00408,6.84
0.0041,6.384
0.00412,5.928
0.0041400000000000005,5.928
0.0041600000000000005,5.016
0.0041800000000000006,4.5600000000000005
0.004200000000000001,5.016
0.004220000000000001,4.5600000000000005
0.004240000000000001,4.104
