freq_hz,vrms,pkpk,thd_percent
20.0,0.34448457033661173,0.984,0.14269708961297997
22.440369,0.3419800415228935,0.984,0.14999303287763358
25.178508,0.3455843700169323,0.984,0.15450411632776812
28.250751,0.3431018227873469,0.992,0.1370163748969763
31.697864,0.34612315958340606,0.992,0.1162540052575512
35.565588,0.346464067978196,0.992,0.12868122335068038
39.905246,0.3448664808299003,0.984,0.13391020991539215
44.774423,0.34217779705878054,0.992,0.14412913923557294
50.237729,0.3451679521624219,0.992,0.11922314456859044
56.367659,0.3433256646392751,0.992,0.14421576866374214
63.245553,0.34054375342971716,0.984,0.15022833630791635
70.962678,0.34210117801609513,0.984,0.14070599019278016
79.621434,0.3452924928231137,0.984,0.11376103645651335
89.336718,0.3455898887409758,0.984,0.12481922528410005
100.237447,0.34413478289763155,0.984,0.13076240569169154
112.468265,0.3421378435660107,0.984,0.16538649400332564
126.191469,0.3459525979090199,0.992,0.1397600852847088
141.589157,0.34257038751182217,0.984,0.11425714851377397
158.865647,0.34561851802239996,0.984,0.1446692572534284
178.250188,0.3459594797082456,0.984,0.11606211889607027
200.0,0.34446900121781643,0.984,0.1035303530973067
224.403691,0.3418275214197944,0.984,0.13676881306945904
251.785082,0.34545300577647314,0.984,0.16655036473970786
282.507509,0.3428883620072282,0.984,0.12141111318107356
316.978638,0.3458723001340235,0.984,0.10630544690964676
355.655882,0.34639785680630303,0.984,0.171847550827128
399.052463,0.3446005919902054,0.984,0.12889210289640773
447.744228,0.3419998409356355,0.984,0.10125190005770156
502.377286,0.34500801150118243,0.984,0.17386050733599082
563.676586,0.34322692668262494,0.984,0.13435168147086912
632.455532,0.34030525591004324,0.984,0.14742140298309178
709.626778,0.34201952692792265,0.984,0.13008656945280636
796.214341,0.34483300074093837,0.984,0.13913062315726427
893.367184,0.3454203977763908,0.984,0.1485327584617564
1002.374467,0.3436759776300928,0.984,0.13846508244022726
1124.68265,0.34165129357284746,0.984,0.16900246845073708
1261.914689,0.34553684608157204,0.984,0.13212372075149267
1415.891569,0.34231157736775425,0.984,0.1273715470547575
1588.656469,0.3453373446356475,0.984,0.13474772971000648
1782.501876,0.3456927653278269,0.984,0.15043002037797537
2000.0,0.34417208718895265,0.984,0.144159083684145
2244.036909,0.341790897479731,0.984,0.11319149782474353
2517.850824,0.34528085264028185,0.984,0.1351321988214073
2825.075089,0.3425918341116729,0.984,0.15617432775182388
3169.786385,0.3457257548983009,0.984,0.11439895058889273
3556.55882,0.34600775945056494,0.984,0.1398713121970222
3990.52463,0.344670824991034,0.984,0.1395512147611148
4477.442277,0.3417619475599939,0.984,0.13668636190670064
5023.772863,0.34486867065594695,0.984,0.13097550993017507
5636.765863,0.3430836539388025,0.984,0.12600741393933698
6324.55532,0.33787889901560886,0.992,0.2847903803089026
7096.267785,0.33920962250502273,0.992,0.11843779496641317
7962.143411,0.34161959662759395,0.992,0.1569194707413663
8933.671843,0.3416315488944193,0.984,0.19999325741263696
10023.744673,0.3398932161723738,0.984,0.17173221113005505
11246.826504,0.33745483134784127,0.984,0.21639617903574607
12619.14689,0.341348216342198,0.984,0.3754042992713284
14158.915688,0.3389349530514668,0.992,0.17855574706847557
15886.564694,0.34147572446661567,0.984,0.20206003642068193
17825.018763,0.3413608530572889,0.992,0.1674548325828363
20000.0,0.33965358352297714,0.984,0.18299832732355856
