time_s,volts
0.0,-4.104
0.0001,-4.104
0.0002,-3.192
0.00030000000000000003,-3.192
0.0004,-2.736
0.0005,-2.736
0.0006000000000000001,-2.736
0.0007,-2.736
0.0008,-1.824
0.0009000000000000001,-1.824
0.001,-1.368
0.0011,-0.912
0.0012000000000000001,-0.912
0.0013000000000000002,-0.456
0.0014,-0.456
0.0015,-0.456
0.0016,-0.456
0.0017000000000000001,0.0
0.0018000000000000002,0.0
0.0019,0.456
0.002,0.912
0.0021000000000000003,0.912
0.0022,1.824
0.0023,1.824
0.0024000000000000002,2.2800000000000002
0.0025,2.2800000000000002
0.0026000000000000003,2.736
0.0027,2.736
0.0028,3.192
0.0029000000000000002,3.192
0.003,4.104
0.0031000000000000003,4.104
0.0032,4.104
0.0033,4.5600000000000005
0.0034000000000000002,4.5600000000000005
0.0035,4.5600000000000005
0.0036000000000000003,5.016
0.0037,5.016
0.0038,5.928
0.0039000000000000003,5.928
0.004,6.384
0.0041,5.928
0.004200000000000001,6.384
0.0043,6.84
0.0044,6.84
0.0045000000000000005,7.296
0.0046,7.296
0.0047,7.296
0.0048000000000000004,7.296
0.0049,7.752000000000001
0.005,7.752000000000001
0.0051,7.752000000000001
0.005200000000000001,8.208
0.0053,7.752000000000001
0.0054,8.208
0.0055000000000000005,8.208
0.0056,8.208
0.0057,8.664
0.0058000000000000005,8.664
0.0059,8.664
0.006,8.664
0.0061,8.208
0.006200000000000001,9.120000000000001
0.0063,8.664
0.0064,8.664
0.006500000000000001,8.664
0.0066,9.120000000000001
0.0067,8.664
0.0068000000000000005,8.664
0.006900000000000001,9.120000000000001
0.007,8.664
0.0071,8.664
0.007200000000000001,8.664
0.0073,8.664
0.0074,8.664
0.007500000000000001,8.664
0.0076,8.664
0.0077,8.664
0.0078000000000000005,8.664
0.0079,8.208
0.008,8.208
0.0081,8.208
0.0082,8.208
0.0083,8.208
0.008400000000000001,7.296
0.0085,7.752000000000001
0.0086,7.296
0.008700000000000001,6.84
0.0088,6.84
0.0089,7.296
0.009000000000000001,6.84
0.0091,6.84
0.0092,6.384
0.009300000000000001,6.384
0.0094,6.384
0.0095,6.384
0.009600000000000001,5.928
0.0097,5.928
0.0098,5.472
0.0099,5.928
0.01,5.016
0.010100000000000001,4.5600000000000005
0.0102,4.5600000000000005
0.0103,3.648
0.010400000000000001,3.648
0.0105,3.648
0.0106,3.192
0.010700000000000001,3.192
0.0108,2.736
0.0109,2.736
0.011000000000000001,2.2800000000000002
0.0111,2.2800000000000002
0.0112,1.824
0.011300000000000001,1.824
0.0114,1.368
0.0115,1.368
0.011600000000000001,0.456
0.0117,0.456
0.0118,0.0
0.0119,-0.456
0.012,-0.456
0.012100000000000001,-0.456
0.0122,-0.912
0.0123,-0.912
0.012400000000000001,-1.368
0.0125,-1.368
0.0126,-1.368
0.012700000000000001,-1.824
0.0128,-2.736
0.0129,-2.736
0.013000000000000001,-2.736
0.0131,-2.736
0.0132,-3.192
0.013300000000000001,-3.648
0.0134,-3.648
0.0135,-4.104
0.013600000000000001,-4.5600000000000005
0.0137,-4.5600000000000005
0.013800000000000002,-4.5600000000000005
0.013900000000000001,-5.016
0.014,-5.016
0.014100000000000001,-5.472
0.0142,-5.472
0.0143,-5.928
0.014400000000000001,-5.928
0.0145,-6.384
0.0146,-6.84
0.014700000000000001,-6.384
0.0148,-6.84
0.0149,-6.84
0.015000000000000001,-6.84
0.0151,-6.84
0.0152,-6.84
0.015300000000000001,-7.296
0.0154,-7.296
0.0155,-7.296
0.015600000000000001,-7.752000000000001
0.015700000000000002,-7.752000000000001
0.0158,-7.752000000000001
0.0159,-8.208
0.016,-8.664
0.0161,-8.208
0.0162,-7.752000000000001
0.016300000000000002,-8.208
0.0164,-8.208
0.0165,-8.664
0.0166,-8.208
0.0167,-8.664
0.016800000000000002,-8.664
0.016900000000000002,-8.208
0.017,-8.664
0.0171,-8.664
0.0172,-8.664
0.0173,-8.208
0.017400000000000002,-8.208
0.0175,-8.208
0.0176,-7.752000000000001
0.0177,-7.752000000000001
0.0178,-7.752000000000001
0.0179,-7.752000000000001
0.018000000000000002,-7.296
0.0181,-7.752000000000001
0.0182,-7.296
0.0183,-7.296
0.0184,-7.296
0.018500000000000003,-6.384
0.018600000000000002,-6.84
0.0187,-6.384
0.0188,-6.384
0.0189,-6.384
0.019,-6.384
0.019100000000000002,-5.928
0.019200000000000002,-5.928
0.0193,-5.472
0.0194,-5.472
0.0195,-5.016
0.0196,-5.016
0.019700000000000002,-5.016
0.0198,-5.016
0.0199,-4.104
0.02,-4.104
0.0201,-4.104
0.020200000000000003,-3.192
0.020300000000000002,-3.192
0.0204,-2.736
0.0205,-2.736
0.0206,-2.736
0.0207,-1.824
0.020800000000000003,-1.824
0.020900000000000002,-1.824
0.021,-1.368
0.0211,-1.368
0.0212,-0.912
0.0213,-0.912
0.021400000000000002,-0.912
0.021500000000000002,-0.456
0.0216,-0.456
0.0217,0.456
0.0218,0.456
0.0219,0.912
0.022000000000000002,1.368
0.0221,1.368
0.0222,1.824
0.0223,1.824
0.0224,2.2800000000000002
0.022500000000000003,2.2800000000000002
0.022600000000000002,2.736
0.0227,2.736
0.0228,3.192
0.0229,3.648
0.023,3.648
0.023100000000000002,3.648
0.023200000000000002,4.5600000000000005
0.0233,4.5600000000000005
0.0234,4.104
0.0235,4.5600000000000005
0.0236,4.5600000000000005
0.023700000000000002,5.472
0.0238,5.928
0.0239,5.928
0.024,5.928
