freq_hz,vrms,pkpk,rel_db
2.0,1.8634718572227384,0.4468772000000001,-23.254545949953993
2.269887,1.4590748568456304,4.1437704,-3.9103962178801446
2.576194,1.572338209009569,4.5093972,-3.175940077385345
2.923834,1.690953763325538,4.8343988,-2.5714604252678814
3.318387,1.7878965439455587,5.1187752,-2.074988750767238
3.766182,1.8614858524534863,5.3625264,-1.670921029001498
4.274403,1.9306813327419137,5.5250272,-1.4116214857141447
4.851206,1.9875370811425108,5.7281532,-1.098017400010896
5.505845,2.0395119291075043,5.8094036,-0.9756789038172595
6.248823,2.0663007101465123,5.9312792000000005,-0.795342537429752
7.092062,2.101121048153996,6.0125296,-0.6771653452193469
8.049089,2.130186691037367,6.1344052,-0.5028607072551079
9.135262,2.1459716538693754,6.2156556,-0.3885710367665194
10.368006,2.16493211666754,6.2156556,-0.3885710367665194
11.767101,2.199216750668001,6.2562808,-0.33198523638923483
13.354996,2.219011495548883,6.296906,-0.27576568971266724
15.157166,2.216686927688615,6.296906,-0.27576568971266724
17.202527,2.227178396375102,6.3375312,-0.2199076860292628
19.523897,2.2379136190648383,6.3781564,-0.16440660493381998
22.15852,2.2180106182249744,6.3375312,-0.2199076860292628
25.148669,2.2360864408744208,6.3781564,-0.16440660493381998
28.542318,2.2148902258255707,6.4187816,-0.10925791403004226
32.393919,2.2236680367076693,6.3781564,-0.16440660493381998
36.765269,2.22028697093078,6.4187816,-0.10925791403004226
41.726504,2.2325903832954457,6.4187816,-0.10925791403004226
47.357225,2.254596266092823,6.4187816,-0.10925791403004226
53.747776,2.23900643869915,6.4594068,-0.0544571667094651
61.00069,2.227377280051696,6.4594068,-0.0544571667094651
69.232338,2.2575274137014416,6.500032,0.0
78.574794,2.2636779936935474,6.4594068,-0.0544571667094651
89.177953,2.256697791094917,6.500032,0.0
101.21194,2.2358676637643184,6.4594068,-0.0544571667094651
114.869835,2.245589083120221,6.4594068,-0.0544571667094651
130.370776,2.2448329811381034,6.4594068,-0.0544571667094651
147.963467,2.2335687669793516,6.4594068,-0.0544571667094651
167.930178,2.2347267825083867,6.4594068,-0.0544571667094651
190.591268,2.2512427363335528,6.500032,0.0
216.310325,2.2631763296907264,6.4594068,-0.0544571667094651
245.500002,2.2331941080556277,6.4594068,-0.0544571667094651
278.628637,2.2525411382556864,6.4594068,-0.0544571667094651
316.227766,2.2593337458288376,6.4594068,-0.0544571667094651
358.900654,2.249308402978596,6.4594068,-0.0544571667094651
407.331972,2.2298042457830807,6.4594068,-0.0544571667094651
462.298783,2.250239912767075,6.4594068,-0.0544571667094651
524.683009,2.2345226442217507,6.4594068,-0.0544571667094651
595.485582,2.2526489871522895,6.4594068,-0.0544571667094651
675.842503,2.269070714031911,6.4594068,-0.0544571667094651
767.04307,2.2616467347933056,6.4187816,-0.10925791403004226
870.550563,2.259753296813396,6.4594068,-0.0544571667094651
988.025722,2.2510834993727054,6.3781564,-0.16440660493381998
1121.353392,2.2209937656736685,6.3781564,-0.16440660493381998
1272.672767,2.2479373593641285,6.4594068,-0.0544571667094651
1444.411712,2.2074299714884726,6.3781564,-0.16440660493381998
1639.325715,2.2090553838166374,6.3781564,-0.16440660493381998
1860.5421,2.2075108668075356,6.3781564,-0.16440660493381998
2111.610202,2.2248990061319023,6.3375312,-0.2199076860292628
2396.558319,2.215607978958479,6.3375312,-0.2199076860292628
2719.958337,2.229963966103381,6.3375312,-0.2199076860292628
3086.999094,2.219162175741975,6.296906,-0.27576568971266724
3503.569622,2.2055042062858647,6.2562808,-0.33198523638923483
3976.353644,2.1816252880524885,6.2562808,-0.33198523638923483
4512.936807,2.1479026941067567,6.2156556,-0.3885710367665194
5121.928391,2.147739022791712,6.1344052,-0.5028607072551079
5813.099445,2.0967073070063447,6.1344052,-0.5028607072551079
6597.539554,2.0552652850092437,6.0125296,-0.6771653452193469
7487.834774,2.0113742886095447,5.9312792000000005,-0.795342537429752
8498.269566,1.9640406612652501,5.7687784,-1.036632765457366
9645.055986,1.9082315063715418,5.5656524,-1.3479883099903596
10946.593805,1.84214780138165,5.4437768,-1.5403036858223427
12423.76572,1.772384872706796,5.281276,-1.8035326069817614
14100.272416,1.695599684042767,4.9968996,-2.284297424330539
16003.012828,1.5952607197249697,4.7125232,-2.7932398685801267
18162.515731,1.4969688885550736,4.4281468,-3.333869694306024
20613.429561,1.3853062150347883,4.1031452,-3.995972177465644
23395.078334,1.2504402243669612,3.7781436,-4.712740682039794
26552.092588,1.1458023478357073,3.453142,-5.49402113883264
30135.125461,1.0239761977565263,3.0875152,-6.466127807502669
34201.665408,0.9034916612008848,2.7625136,-7.43222139899377
38816.958576,0.7929980765933426,2.437512,-8.519374645445623
44055.055655,0.692039758955804,2.1937608,-9.434524456659124
50000.0,0.5939398682514501,1.8687592,-10.827243019487014
