freq_hz,amplitude
0.0,2.8759217229890055e-12
1000.0,462.0442428289546
2000.0,279.74997937047635
3000.0,143.36570123471847
4000.0,129.90484271907698
5000.0,80.71633611668072
6000.0,80.41326930352031
7000.0,56.48384213555366
8000.0,64.77964986843736
9000.0,53.848579934900506
10000.0,45.10387692862391
11000.0,35.0519594086421
12000.0,45.10288024940156
13000.0,29.459909128816346
14000.0,30.63254786282393
15000.0,35.6570059385393
16000.0,28.393548163879384
17000.0,22.99573421276022
18000.0,37.35619121745763
19000.0,15.626734012709477
20000.0,37.338687267130545
21000.0,24.501530429104104
22000.0,18.074381886540742
23000.0,28.341367984364645
24000.0,19.028394264586336
25000.0,31.39570058013416
26000.0,15.199906610737411
27000.0,27.53809788570372
28000.0,11.702337680001964
29000.0,2.8722167396105625
30000.0,24.978455106443064
31000.0,24.517694906834087
32000.0,27.1994979816221
33000.0,17.761313308299574
34000.0,23.620440802550064
35000.0,36.0052763241332
36000.0,4.425832695451034
37000.0,16.361535534213484
38000.0,17.22816542820193
39000.0,23.361134267304823
40000.0,9.20822600796649
41000.0,13.851467694599888
42000.0,8.884292578247589
43000.0,23.152065579211747
44000.0,16.451180255540628
45000.0,18.186724746907494
46000.0,4.345054477469773
47000.0,16.834490704183775
48000.0,12.41298700808795
49000.0,11.909381897657468
50000.0,4.994638159333599
51000.0,21.76078854334506
52000.0,16.008347523531025
53000.0,8.946061605469062
54000.0,10.554246769214117
55000.0,24.555384781379583
56000.0,24.551126561370033
57000.0,4.599055761351114
58000.0,5.877604430578122
59000.0,2.715756114304161
60000.0,6.771207587203803
61000.0,9.995260964828097
62000.0,14.323539511617996
63000.0,15.752505282981474
64000.0,8.22836815614446
65000.0,12.712974732947188
66000.0,7.824750926557048
67000.0,11.31073345866918
68000.0,5.492745596862054
69000.0,9.436674737381441
70000.0,22.024084447476433
71000.0,24.932626498259197
72000.0,16.62513442460483
73000.0,13.936664747739629
74000.0,5.341458037047625
75000.0,16.289992309399178
76000.0,7.276200474912619
77000.0,5.157778232920515
78000.0,20.666509964383483
79000.0,0.49780665060337803
80000.0,10.155189371471902
81000.0,20.43370866399807
82000.0,16.818339441631647
83000.0,7.629227195459124
84000.0,8.098205398393317
85000.0,10.253971972143342
86000.0,3.9852358387406066
87000.0,19.930458590680942
88000.0,2.035139212435502
89000.0,13.433054008675605
90000.0,5.309081618449773
91000.0,5.393727344101037
92000.0,4.740634244853581
93000.0,4.286121285259228
94000.0,8.542478735833031
95000.0,15.499265365019436
96000.0,5.460626965225233
97000.0,9.794414670932355
98000.0,9.371740063791176
99000.0,16.520773862312467
100000.0,7.913314177915941
101000.0,35.80703067506756
102000.0,10.782024846561711
103000.0,19.018042897723998
104000.0,11.73655528584403
105000.0,10.097094070256672
106000.0,8.912194584013285
107000.0,7.199600388776643
108000.0,16.14409447702152
109000.0,7.152777107598216
110000.0,19.32810109070015
111000.0,19.86480759913781
112000.0,14.174709628388541
113000.0,7.586126217831063
114000.0,6.975211011368387
115000.0,15.863586596031665
116000.0,11.446331876753456
117000.0,2.7043668694739558
118000.0,15.263486591966146
119000.0,10.221946583909023
120000.0,4.6497620580333345
121000.0,11.10607593494504
122000.0,10.560449732714636
123000.0,11.104892789189668
124000.0,13.467447553117129
125000.0,14.501504017892826
126000.0,25.95552218547007
127000.0,14.766248684471439
128000.0,4.910141277093746
129000.0,13.886632433482596
130000.0,6.287887192824167
131000.0,19.932442588568147
132000.0,3.3836458498278112
133000.0,4.890856680203847
134000.0,5.659672215460098
135000.0,7.751931579399731
136000.0,10.886260477263457
137000.0,12.067488990984822
138000.0,11.782865117559925
139000.0,3.989840911430339
140000.0,4.801658360720369
141000.0,16.463228274471845
142000.0,5.8751011342034385
143000.0,15.71080919053111
144000.0,7.443520176853731
145000.0,5.9851992290529905
146000.0,15.097162657168427
147000.0,7.607574805585162
148000.0,8.91725887616647
149000.0,7.067998714241608
150000.0,3.0381246681901244
151000.0,30.373492765651278
152000.0,21.95245912692398
153000.0,19.81454381594973
154000.0,8.998633926256199
155000.0,9.605397151937295
156000.0,12.369335233471542
157000.0,15.085165109047802
158000.0,10.3495582671375
159000.0,9.75036384037062
160000.0,9.030663962675362
161000.0,8.539081427895724
162000.0,16.798674791281364
163000.0,18.407392469929498
164000.0,12.763705172393665
165000.0,26.95274241339768
166000.0,0.398975852537131
167000.0,19.46096749094476
168000.0,3.7051804549099745
169000.0,18.876482054411085
170000.0,6.001838684710007
171000.0,8.709777199028858
172000.0,1.2260596686375742
173000.0,18.202456597619573
174000.0,7.100984180702686
175000.0,11.810221802132764
176000.0,2.4740130573345778
177000.0,37.252476972259295
178000.0,6.353891472137437
179000.0,18.332418233761366
180000.0,7.021318752709841
181000.0,16.420005371486955
182000.0,8.63605293963185
183000.0,13.711701871638569
184000.0,11.233654337747764
185000.0,10.168315373709422
186000.0,8.273116101777857
187000.0,17.325782417538996
188000.0,7.488831072259157
189000.0,11.330551275217033
190000.0,5.067439467886819
191000.0,22.191269719700053
192000.0,5.032022072382053
193000.0,14.378813139598757
194000.0,10.910766428276542
195000.0,16.101935950322904
196000.0,13.945847036194264
197000.0,4.393146916645259
198000.0,10.554993634545486
199000.0,15.673972061377565
200000.0,14.553848202770137
201000.0,3.8830366421619944
202000.0,21.611446691716022
203000.0,10.070566834634286
204000.0,10.508290175381385
205000.0,19.772884977047045
206000.0,14.20393374318463
207000.0,10.787035389844219
208000.0,17.668483011461014
209000.0,18.736936243447914
210000.0,15.058510333597324
211000.0,9.572787133176165
212000.0,12.445111822913391
213000.0,3.961267790245235
214000.0,2.8434465762799843
215000.0,11.906186743802941
216000.0,12.340480332311792
217000.0,4.854777042154931
218000.0,1.285940907199799
219000.0,12.128005760505564
220000.0,8.454707393468578
221000.0,7.666134027861537
222000.0,11.103679160883907
223000.0,11.457287009691271
224000.0,15.151264328912491
225000.0,11.786474516786948
226000.0,21.117701565158423
227000.0,41.951371912878784
228000.0,11.173451705672855
229000.0,17.992211223319973
230000.0,15.972495259608381
231000.0,12.12503607919909
232000.0,6.794907730929185
233000.0,18.39059006367167
234000.0,7.314518414445013
235000.0,12.005899548941622
236000.0,3.1996007210722497
237000.0,7.007607070128115
238000.0,5.126338364202241
239000.0,10.686227793262404
240000.0,10.776970621581373
241000.0,9.056501979764137
242000.0,14.689882371820465
243000.0,11.004690304525363
244000.0,1.4777521387686308
245000.0,14.804812123922565
246000.0,16.62830326703729
247000.0,15.221207815758731
248000.0,9.74502958678924
249000.0,5.721542147055272
250000.0,2.8070022397581402
251000.0,0.7393163978745538
252000.0,13.804550477250574
253000.0,15.837256273862996
254000.0,16.83301923533871
255000.0,12.719741478854122
256000.0,19.892557302395407
257000.0,5.489768892056543
258000.0,8.434420470281704
259000.0,10.95343890101119
260000.0,18.84180164385347
261000.0,12.029698473723565
262000.0,13.925639274388496
263000.0,17.784493360293293
264000.0,18.420997637483246
265000.0,21.88180589822029
266000.0,16.654714336800925
267000.0,10.448160156809607
268000.0,19.955300370536403
269000.0,6.131847682597723
270000.0,6.691373683438531
271000.0,10.071938161587566
272000.0,9.681983578605712
273000.0,4.881377965591861
274000.0,6.457863623493576
275000.0,15.002042768336764
276000.0,5.476501125519665
277000.0,4.324839791746224
278000.0,23.00764798957933
279000.0,9.636404655700309
280000.0,7.019717480552814
281000.0,17.451285470660643
282000.0,11.440406391572402
283000.0,8.045283888303192
284000.0,14.109706767564928
285000.0,9.08245142603903
286000.0,6.379044398535635
287000.0,14.102469842162163
288000.0,14.368870014596213
289000.0,7.018041463370494
290000.0,10.672359966541142
291000.0,10.98756469918974
292000.0,16.09162308660433
293000.0,18.40453961439169
294000.0,7.841143933313937
295000.0,5.998017409611846
296000.0,6.533941800225233
297000.0,7.4593990582586285
298000.0,3.0877799600118725
299000.0,2.9238489688131386
300000.0,9.405517760973222
301000.0,17.850609917993978
302000.0,1.7186028122395351
303000.0,38.070173256317034
304000.0,5.865867497528596
305000.0,8.481647216472178
306000.0,5.182709108374721
307000.0,6.997967977029386
308000.0,12.588273683993624
309000.0,5.812111935000482
310000.0,2.0997916095311635
311000.0,4.909476849236825
312000.0,11.533259824339247
313000.0,7.04580875204574
314000.0,12.555563898103077
315000.0,8.855312205043544
316000.0,17.317690682680546
317000.0,8.645311322554548
318000.0,11.394342712830642
319000.0,8.82977981420665
320000.0,8.764410104599566
321000.0,15.426250264608113
322000.0,11.254222604007385
323000.0,12.579564361917557
324000.0,9.22083960068411
325000.0,15.189438242965602
326000.0,17.41939518491955
327000.0,5.372387079468279
328000.0,11.636180481226894
329000.0,16.572017053791065
330000.0,11.284263041077173
331000.0,3.0905237650068043
