"freq_""hz""","amplitude_""db"""
0.0,-27.2343896
2.46606691919,-30.434389600000003
4.93213383838,-60.8343896
7.398200757570001,-60.8343896
9.86426767676,-59.634389600000006
12.330334595950001,-60.8343896
14.796401515140001,-60.8343896
17.262468434330003,-56.8343896
19.72853535352,-60.8343896
22.19460227271,-60.8343896
24.660669191900002,-60.8343896
27.126736111090004,-60.8343896
29.592803030280002,-60.8343896
32.05886994947,-60.8343896
34.524936868660006,-60.8343896
36.991003787850005,-60.8343896
39.45707070704,-60.8343896
41.92313762623,-60.8343896
44.38920454542,-60.8343896
46.855271464610006,-59.634389600000006
49.321338383800004,-56.8343896
51.78740530299,-59.634389600000006
54.25347222218001,-56.8343896
56.71953914137001,-60.8343896
59.185606060560005,-60.8343896
61.65167297975,-57.634389600000006
64.11773989894,-60.8343896
66.58380681813,-59.634389600000006
69.04987373732001,-54.4343896
71.51594065651001,-59.634389600000006
73.98200757570001,-60.8343896
76.44807449489001,-60.8343896
78.91414141408,-54.8343896
81.38020833327,-57.634389600000006
83.84627525246,-51.2343896
86.31234217165,-47.2343896
88.77840909084,-42.034389600000004
91.24447601003001,-35.634389600000006
93.71054292922001,-26.0343896
96.17660984841001,-10.0343896
98.64267676760001,5.1656103999999985
101.10874368679,5.965610399999999
103.57481060598,-7.2343896
106.04087752517,-24.8343896
108.50694444436002,-34.4343896
110.97301136355001,-41.634389600000006
113.43907828274001,-46.8343896
115.90514520193001,-51.2343896
118.37121212112001,-60.8343896
120.83727904031001,-56.8343896
123.3033459595,-57.634389600000006
125.76941287869,-60.8343896
128.23547979788,-59.634389600000006
130.70154671707002,-57.634389600000006
133.16761363626,-60.8343896
135.63368055545,-60.8343896
138.09974747464003,-60.8343896
140.56581439383,-59.634389600000006
143.03188131302002,-59.634389600000006
145.49794823221,-57.2343896
147.96401515140002,-60.8343896
150.43008207059,-60.8343896
152.89614898978002,-60.8343896
155.36221590897,-59.634389600000006
157.82828282816,-60.8343896
160.29434974735003,-60.8343896
162.76041666654,-60.8343896
165.22648358573002,-60.8343896
167.69255050492,-60.8343896
170.15861742411002,-60.8343896
172.6246843433,-60.8343896
175.09075126249002,-60.8343896
177.55681818168,-60.8343896
180.02288510087,-60.8343896
182.48895202006003,-60.8343896
184.95501893925,-60.8343896
187.42108585844002,-60.8343896
189.88715277763,-60.8343896
192.35321969682002,-60.8343896
194.81928661601,-57.634389600000006
197.28535353520002,-55.634389600000006
199.75142045439003,-47.634389600000006
202.21748737358,-52.034389600000004
204.68355429277003,-59.634389600000006
207.14962121196,-59.634389600000006
209.61568813115002,-59.634389600000006
212.08175505034,-59.634389600000006
214.54782196953002,-60.8343896
217.01388888872003,-60.8343896
219.47995580791002,-59.634389600000006
221.94602272710003,-60.8343896
224.41208964629,-60.8343896
226.87815656548003,-60.8343896
229.34422348467,-60.8343896
231.81029040386002,-60.8343896
234.27635732305,-60.8343896
236.74242424224002,-60.8343896
239.20849116143003,-60.8343896
241.67455808062002,-60.8343896
244.14062499981003,-60.8343896
246.606691919,-56.8343896
249.07275883819003,-54.8343896
251.53882575738,-54.4343896
254.00489267657002,-60.8343896
256.47095959576,-60.8343896
258.93702651495005,-60.8343896
261.40309343414003,-60.8343896
263.86916035333,-59.634389600000006
266.33522727252,-59.634389600000006
268.80129419171004,-60.8343896
271.2673611109,-60.8343896
273.73342803009,-60.8343896
276.19949494928005,-59.634389600000006
278.66556186847004,-60.8343896
281.13162878766,-60.8343896
283.59769570685,-60.8343896
286.06376262604005,-60.8343896
288.52982954523003,-59.634389600000006
290.99589646442,-60.8343896
293.46196338361,-60.8343896
295.92803030280004,-60.8343896
298.39409722199,-49.634389600000006
300.86016414118,-47.634389600000006
303.32623106037005,-56.8343896
305.79229797956003,-60.8343896
308.25836489875,-60.8343896
310.72443181794,-60.8343896
313.19049873713004,-60.8343896
315.65656565632,-60.8343896
318.12263257551,-60.8343896
320.58869949470005,-60.8343896
323.05476641389004,-60.8343896
325.52083333308,-60.8343896
327.98690025227,-60.8343896
330.45296717146005,-59.634389600000006
332.91903409065003,-60.8343896
335.38510100984,-60.8343896
337.85116792903005,-60.8343896
340.31723484822004,-60.8343896
342.78330176741,-60.8343896
345.2493686866,-60.8343896
347.71543560579005,-60.8343896
350.18150252498003,-60.8343896
352.64756944417,-56.8343896
355.11363636336,-57.634389600000006
357.57970328255004,-59.634389600000006
360.04577020174,-59.634389600000006
362.51183712093,-57.2343896
364.97790404012005,-60.8343896
367.44397095931004,-60.8343896
369.9100378785,-60.8343896
372.37610479769,-54.8343896
374.84217171688005,-57.2343896
377.30823863607003,-60.8343896
379.77430555526,-60.8343896
382.24037247445006,-60.8343896
384.70643939364004,-59.634389600000006
387.17250631283,-60.8343896
389.63857323202,-60.8343896
392.10464015121005,-59.634389600000006
394.57070707040003,-60.8343896
397.03677398959,-56.8343896
399.50284090878006,-54.4343896
401.96890782797004,-60.8343896
404.43497474716,-60.8343896
406.90104166635,-60.8343896
409.36710858554005,-60.8343896
411.83317550473004,-60.8343896
414.29924242392,-59.634389600000006
416.76530934311006,-60.8343896
419.23137626230005,-60.8343896
421.69744318149003,-60.8343896
424.16351010068,-57.634389600000006
426.62957701987006,-60.8343896
429.09564393906004,-60.8343896
431.56171085825,-60.8343896
434.02777777744006,-60.8343896
436.49384469663005,-60.8343896
438.95991161582003,-60.8343896
441.42597853501,-60.8343896
443.89204545420006,-60.8343896
446.35811237339004,-60.8343896
448.82417929258,-60.8343896
451.29024621177,-60.8343896
453.75631313096005,-60.8343896
456.22238005015004,-60.8343896
458.68844696934,-60.8343896
461.15451388853006,-59.634389600000006
463.62058080772005,-60.8343896
466.08664772691003,-60.8343896
468.5527146461,-60.8343896
471.01878156529006,-60.8343896
473.48484848448004,-60.8343896
475.95091540367,-60.8343896
478.41698232286006,-60.8343896
480.88304924205005,-59.634389600000006
483.34911616124003,-60.8343896
485.81518308043,-60.8343896
488.28124999962006,-60.8343896
490.74731691881004,-60.8343896
493.213383838,-60.8343896
495.67945075719007,-60.8343896
498.14551767638005,-51.634389600000006
500.61158459557004,-49.2343896
503.07765151476,-60.8343896
505.54371843395006,-59.634389600000006
508.00978535314005,-60.8343896
510.47585227233003,-60.8343896
512.94191919152,-60.8343896
515.40798611071,-59.634389600000006
517.8740530299001,-60.8343896
520.3401199490901,-60.8343896
522.8061868682801,-60.8343896
525.27225378747,-59.634389600000006
527.73832070666,-60.8343896
530.20438762585,-60.8343896
532.67045454504,-60.8343896
535.1365214642301,-60.8343896
537.6025883834201,-60.8343896
540.0686553026101,-60.8343896
542.5347222218,-59.634389600000006
545.00078914099,-59.634389600000006
547.46685606018,-59.634389600000006
549.93292297937,-60.8343896
552.3989898985601,-59.634389600000006
554.8650568177501,-60.8343896
557.3311237369401,-60.8343896
559.79719065613,-60.8343896
562.26325757532,-60.8343896
564.72932449451,-60.8343896
567.1953914137,-59.634389600000006
569.66145833289,-59.634389600000006
572.1275252520801,-60.8343896
574.5935921712701,-60.8343896
577.0596590904601,-60.8343896
579.52572600965,-56.8343896
581.99179292884,-59.634389600000006
584.45785984803,-57.2343896
586.92392676722,-59.634389600000006
589.3899936864101,-59.634389600000006
591.8560606056001,-54.8343896
594.3221275247901,-56.8343896
596.78819444398,-59.634389600000006
599.25426136317,-56.8343896
601.72032828236,-60.8343896
604.18639520155,-60.8343896
606.6524621207401,-60.8343896
609.1185290399301,-60.8343896
611.5845959591201,-60.8343896
614.05066287831,-60.8343896
616.5167297975,-57.634389600000006
618.98279671669,-59.634389600000006
621.44886363588,-60.8343896
623.9149305550701,-60.8343896
626.3809974742601,-60.8343896
628.8470643934501,-57.634389600000006
631.31313131264,-60.8343896
633.77919823183,-60.8343896
636.24526515102,-60.8343896
638.71133207021,-60.8343896
